避難收容處所名稱,避難收容處所地址,經度,緯度,室內室外,可容納人數,最近測站ID,最近測站名稱,最近測站位置,周圍空氣污染指數,風險等級,最近測站距離(km),影響測站數量
臺中市西區中正國小禮堂中正館,英才路423號,120.6667,24.1526,True,100,臺灣大道,臺灣大道,(臺中市),38.22,low risk,1.23,31
臺中市西區和龍民龍聯合里活動中心中心,西屯路1段169號,120.6702,24.1535,True,50,臺灣大道,臺灣大道,(臺中市),38.23,low risk,1.49,31
老人活動中心,大肚區頂街里大德六街30號,120.540571,24.15352,True,180,線西,線西,(彰化縣),38.69,low risk,7.65,30
大肚國小體育館,大肚區頂街里華山路77號,120.5463,24.1546,True,120,西屯,西屯,(臺中市),38.62,low risk,7.21,30
新平國小〈南棟B1、操場、籃球場〉,樹孝路三三六巷九號,120.7201,24.1547,False,850,臺灣大道,臺灣大道,(臺中市),38.18,low risk,6.45,31
黎明里活動中心,南屯區黎明里干城街150號,120.6296,24.1555,True,60,忠明,忠明,(臺中市),37.08,low risk,1.23,31
黃竹國小〈戶外操場〉,竹村路41號,120.7344,24.1556,False,128,臺灣大道,臺灣大道,(臺中市),38.17,low risk,7.89,31
何南、何成里聯合活動中心,大墩十七街88號3樓,120.648109,24.1557,True,364,忠明,忠明,(臺中市),37.64,low risk,0.82,31
大同社區活動中心,大同路82號,120.47616,24.156642,True,20,線西,線西,(彰化縣),39.08,low risk,2.87,29
什股社區活動中心,什股路99-1號,120.47616,24.156642,True,20,線西,線西,(彰化縣),39.08,low risk,2.87,29
臺中市西區忠明國小禮堂忠明館,臺灣大道1段414號,120.6591,24.1578,True,100,臺灣大道,臺灣大道,(臺中市),38.29,low risk,0.27,31
臺中市西區忠明高中禮堂忠明館,博館路166號,120.6637,24.1579,True,100,臺灣大道,臺灣大道,(臺中市),38.26,low risk,0.72,31
新光國中〈活動中心.操場〉,樹德九街139號,120.7093,24.1579,True,1917,臺灣大道,臺灣大道,(臺中市),38.13,low risk,5.34,31
中和社區活動中心,大肚區中和里南榮路299號,120.544456,24.158601,True,100,西屯,西屯,(臺中市),38.61,low risk,7.36,30
營埔社區活動中心,大肚區營埔里營埔巷155號,120.5446,24.158601,True,100,西屯,西屯,(臺中市),38.6,low risk,7.35,30
永順社區活動中心,大肚區永順里文昌路2段643號,120.5331,24.1588,True,180,線西,線西,(彰化縣),38.73,low risk,7.16,30
頂街社區活動中心,大肚區頂街里沙田路3段244巷9號,120.5446,24.1589,True,180,西屯,西屯,(臺中市),38.6,low risk,7.35,30
臺中市新社區中興合作農場,新社區中和里中興街158之1號,120.8262,24.1589,False,36,豐原,豐原,(臺中市),38.35,low risk,13.82,33
臺中市北區乾溝子活動中心,北區淡溝里西屯路一段299號一樓,120.6662,24.1591,True,150,臺灣大道,臺灣大道,(臺中市),38.23,low risk,0.96,31
山陽國小防空避難室,大肚區山陽里榮華街630號,120.544865,24.159312,True,70,西屯,西屯,(臺中市),38.59,low risk,7.32,30
紅葉國小,仁盛路42號,121.176707,24.159312,True,300,埔里,埔里,(南投縣),37.3,low risk,29.97,35
臺中市新社區大林國小,新社區福興里美林38號,120.863914,24.159481,True,90,豐原,豐原,(臺中市),38.52,low risk,16.41,34
省三國小育德館及操場,北區邱厝里崇德路一段107號,120.6848,24.1599,True,450,臺灣大道,臺灣大道,(臺中市),38.14,low risk,2.85,31
鐵山社區活動中心,鎮東路190號,120.519,24.16,True,150,線西,線西,(彰化縣),38.83,low risk,5.97,30
溪底社區活動中心,溪底路103-2號,120.501452,24.160703,True,40,線西,線西,(彰化縣),38.92,low risk,4.61,30
漢口國中（操場）,漢口路一段54之1號,120.657033,24.16176,False,1650,臺灣大道,臺灣大道,(臺中市),38.2,low risk,0.32,31
崇德國小收容所,72號,121.6524,24.162,True,100,花蓮,花蓮,(花蓮縣),34.59,low risk,21.87,24
何安里活動中心,四川路120號3樓,120.653758,24.162332,True,405,臺灣大道,臺灣大道,(臺中市),38.04,low risk,0.49,31
大同國民國小,彰新路7段724號,120.4845,24.1625,True,500,線西,線西,(彰化縣),38.99,low risk,3.77,30
瑞井社區活動中心,大肚區瑞井里瑞井路62巷14之1號,120.572365,24.16335,True,80,西屯,西屯,(臺中市),38.11,low risk,4.52,30
臺中市新社區福民國小,新社區福興里福民16之7號,120.880962,24.163651,True,90,豐原,豐原,(臺中市),38.48,low risk,17.46,33
溫泉部落鄰長家,7鄰溫泉巷18號,121.180117,24.163778,True,50,埔里,埔里,(南投縣),37.54,low risk,30.56,36
惠來國小（三期活動中心、操場）,文中路168號,120.6497,24.16493,True,505,臺灣大道,臺灣大道,(臺中市),37.77,low risk,0.98,31
海尾社區活動中心,海尾路3-2號,120.485127,24.165165,True,40,線西,線西,(彰化縣),38.99,low risk,4.07,30
西屯區公所,市政北二路386號,120.633793,24.165436,True,372,忠明,忠明,(臺中市),37.07,low risk,1.67,30
臺中市北區明德活動中心,北區明德里太原四街23號二樓,120.6694,24.1657,True,30,臺灣大道,臺灣大道,(臺中市),38.11,low risk,1.49,31
臺中市北區行政大樓,北區賴厝里永興街301號,120.6822,24.166,True,400,臺灣大道,臺灣大道,(臺中市),38.06,low risk,2.7,31
臺中市立東山高級中學禮堂、操場,北屯區水景里景賢六路200號,120.7122,24.1666,False,770,臺灣大道,臺灣大道,(臺中市),37.98,low risk,5.69,31
定興社區活動中心,定興路63-2號,120.496962,24.166813,True,40,線西,線西,(彰化縣),38.94,low risk,4.83,30
臺中市立三光國民中學（禮堂、操場）,三光一街77號,120.698404,24.167354,False,2235,臺灣大道,臺灣大道,(臺中市),37.99,low risk,4.33,31
文昌國民小學（活動中心-弘文堂、操場）,40652 臺中市北屯區昌平路一段91號,120.693207,24.168188,True,1422,臺灣大道,臺灣大道,(臺中市),37.99,low risk,3.84,31
中山國中（操場）,寧夏路179號,120.660187,24.168445,False,1375,臺灣大道,臺灣大道,(臺中市),38.01,low risk,1.12,31
逢甲國民小學（操場、校舍頂樓）,北坑巷60號,120.759755,24.168462,True,483,豐原,豐原,(臺中市),37.9,low risk,10.0,33
臺中市北區長青里活動中心,北區長青里陝西路66之2號三樓,120.6685,24.1691,True,200,臺灣大道,臺灣大道,(臺中市),38.04,low risk,1.65,31
長安國小（操場跑道）,櫻花路18號,120.653078,24.169105,False,242,臺灣大道,臺灣大道,(臺中市),37.83,low risk,1.19,31
何福、何德里聯合活動中心,河南路125號3樓,120.662291,24.169681,True,380,臺灣大道,臺灣大道,(臺中市),38.0,low risk,1.33,31
協和國小（學生活動中心、操場）,安和路99號,120.620071,24.169862,True,1732,西屯,西屯,(臺中市),36.73,low risk,0.91,30
四維國民小學（活動中心）,40654 臺中市北屯區文心路四段956號,120.695314,24.170777,True,304,臺灣大道,臺灣大道,(臺中市),37.94,low risk,4.13,31
何源里活動中心,漢成街152號,120.665542,24.170797,True,150,臺灣大道,臺灣大道,(臺中市),37.99,low risk,1.6,31
臺中市北區賴興活動中心,北區賴興里山西路二段125號三、四樓,120.6757,24.1718,True,400,臺灣大道,臺灣大道,(臺中市),37.98,low risk,2.4,31
上安國小（活動中心、操場）,上安路156號,120.639105,24.172074,True,889,忠明,忠明,(臺中市),37.33,low risk,2.25,30
東光國民小學（活動中心、操場）,東光路926號,120.701827,24.17211,True,1631,臺灣大道,臺灣大道,(臺中市),37.9,low risk,4.81,31
基督長老教會,1鄰7號,121.196369,24.172426,True,100,埔里,埔里,(南投縣),37.31,low risk,32.41,37
力行活動中心,3鄰62號,121.196369,24.172426,True,100,埔里,埔里,(南投縣),37.31,low risk,32.41,37
大洋部落真耶穌教會,新望洋5鄰128號,121.196369,24.172426,True,100,埔里,埔里,(南投縣),37.31,low risk,32.41,37
文心國民小學（禮堂、操場）,文心路四段575號,120.682577,24.17296,True,950,臺灣大道,臺灣大道,(臺中市),37.94,low risk,3.05,31
崇德國民中學（崇德館、操場）,崇德路二段227號,120.682577,24.17296,True,1566,臺灣大道,臺灣大道,(臺中市),37.94,low risk,3.05,31
上石國小（活動中心、操場）,西屯路二段上石南六巷25號,120.643286,24.173681,True,1885,臺灣大道,臺灣大道,(臺中市),37.44,low risk,2.13,31
中達里育德里邱厝里聯合活動中心,英才路172號,120.674392,24.173738,True,100,臺灣大道,臺灣大道,(臺中市),37.94,low risk,2.44,31
平順里、平心里、平福里活動中心（3樓）,旅順路二段78號三樓,120.6877,24.1741,True,300,臺灣大道,臺灣大道,(臺中市),37.91,low risk,3.57,31
至善國中（至善館、操場）,青海路二段308號,120.640194,24.174335,True,2179,臺灣大道,臺灣大道,(臺中市),37.37,low risk,2.4,30
青少年活動中心,安順東五街13號,120.6826,24.1744,True,206,臺灣大道,臺灣大道,(臺中市),37.92,low risk,3.14,31
中台科技大學羽球館,?子路666號,120.7357,24.1745,True,150,臺灣大道,臺灣大道,(臺中市),37.75,low risk,8.2,33
大福社區活動中心,長安路二段158號,120.666744,24.174643,True,165,臺灣大道,臺灣大道,(臺中市),37.91,low risk,2.02,31
建功國民小學（地下室停車場）,軍和街43號,120.715938,24.175695,True,575,臺灣大道,臺灣大道,(臺中市),37.74,low risk,6.29,32
軍功國民小學（禮堂、操場）,軍福十三路300號,120.715938,24.175695,True,1698,臺灣大道,臺灣大道,(臺中市),37.74,low risk,6.29,32
福安地區各里聯合活動中心,中工三路199號2、3樓,120.618029,24.176043,True,290,西屯,西屯,(臺中市),36.94,low risk,1.54,30
全興社區活動中心,東全路11號,120.488453,24.176072,True,60,線西,線西,(彰化縣),38.99,low risk,5.31,30
鵬程里活動中心,逢大路65號,120.648648,24.176403,True,95,臺灣大道,臺灣大道,(臺中市),37.58,low risk,2.11,31
瑞峰國小防空避難室,大肚區蔗篰里太平路1號,120.574604,24.17668,True,100,西屯,西屯,(臺中市),37.86,low risk,4.58,29
瀋陽公園管理室（活動中心1、2樓）,北屯區水湳里瀋陽北路21號,120.6724,24.1769,True,620,臺灣大道,臺灣大道,(臺中市),37.88,low risk,2.56,31
大鵬國小（綜合球場）,中平路268號,120.6653,24.17748,False,500,臺灣大道,臺灣大道,(臺中市),37.84,low risk,2.24,31
僑孝國民小學（活動中心）,40654 臺中市北屯區北屯路435號,120.699648,24.177756,True,496,臺灣大道,臺灣大道,(臺中市),37.8,low risk,4.83,31
軍功里活動中心,26鄰軍和街123號,120.717838,24.177863,True,117,臺灣大道,臺灣大道,(臺中市),37.69,low risk,6.55,32
四箴國中操場、體育館,新庄里中沙路2號,120.576947,24.178195,True,250,西屯,西屯,(臺中市),37.81,low risk,4.43,29
北新國民中學（活動中心）,柳陽東街180號,120.695925,24.178882,True,967,臺灣大道,臺灣大道,(臺中市),37.8,low risk,4.56,31
竹坑里活動中心,竹師路一段164巷2號,120.546391,24.18031,True,30,沙鹿,沙鹿,(臺中市),38.3,low risk,5.53,29
龍峰國小操場,中沙路新庄仔巷2號,120.576147,24.180456,False,100,西屯,西屯,(臺中市),37.77,low risk,4.61,30
仁愛國民小學（禮堂三樓、操場）,四平路71號,120.671897,24.180481,True,1304,臺灣大道,臺灣大道,(臺中市),37.81,low risk,2.85,31
北屯國民小學（禮堂、操場）,進化北路2號,120.671897,24.180481,True,2250,臺灣大道,臺灣大道,(臺中市),37.81,low risk,2.85,31
大德國民中學（操場）,雷中街2-23號,120.669137,24.180564,False,825,臺灣大道,臺灣大道,(臺中市),37.8,low risk,2.72,31
翠華村華崗活動中心,,121.199899,24.180665,True,100,埔里,埔里,(南投縣),37.14,low risk,33.31,38
大德公園管理室（1、2樓）,北屯區大德里平德路3號,120.6719,24.1815,False,550,臺灣大道,臺灣大道,(臺中市),37.79,low risk,2.95,31
舊社公園活動中心（1、2樓、室外）,北屯區松勇里松竹路2段59巷5號,120.7007,24.1815,True,1580,臺灣大道,臺灣大道,(臺中市),37.67,low risk,5.12,32
西安、西墩、至善里聯合活動中心,光明路160號,120.639943,24.181647,True,180,臺灣大道,臺灣大道,(臺中市),37.39,low risk,3.05,30
北屯區公所六樓禮堂,北屯區仁和里崇德路三段10號,120.6867,24.1827,True,350,臺灣大道,臺灣大道,(臺中市),37.75,low risk,4.03,31
臺中市東勢區慶福社區活動中心,東關路4段1068號,120.840965,24.182864,True,100,豐原,豐原,(臺中市),37.98,low risk,12.95,33
龍井國小操場、龍騰館,龍門路51號,120.529836,24.183711,True,150,沙鹿,沙鹿,(臺中市),38.47,low risk,6.11,29
永安國小（永安館、操場）,西屯路三段133號,120.625082,24.184845,True,1954,西屯,西屯,(臺中市),37.2,low risk,2.65,30
陳平國民小學（地下活動中心）,陳平路58號,120.667549,24.185321,True,443,臺灣大道,臺灣大道,(臺中市),37.7,low risk,3.14,31
東海國小（操場、籃球場）,國際街75號,120.5896,24.18602,False,432,西屯,西屯,(臺中市),37.55,low risk,3.83,30
后庄社區活動中心,庄內巷11-1號,120.66498,24.18809,True,80,臺灣大道,臺灣大道,(臺中市),37.64,low risk,3.35,31
麗陽營區,東關路一段岳武巷5號,120.9866,24.1883,False,120,埔里,埔里,(南投縣),38.49,low risk,24.48,38
福科國中（操場、籃球場）,福林路333號,120.6138,24.1892,False,1542,西屯,西屯,(臺中市),37.27,low risk,3.02,30
龍崗社區活動中心,福恩街58號,120.548065,24.189607,True,30,沙鹿,沙鹿,(臺中市),38.26,low risk,4.52,29
松竹國民小學（勁竹及松青樓地下室）,昌平路二段12號,120.686684,24.190797,True,643,臺灣大道,臺灣大道,(臺中市),37.54,low risk,4.67,32
仁美國民小學（地下室、活動中心、操場）,崇德路三段568號,120.686684,24.190797,True,2421,臺灣大道,臺灣大道,(臺中市),37.54,low risk,4.67,32
臺中市東勢區慶福里社區活動中心戶外停車場,東勢區慶福里慶福街75號,120.8438,24.191,True,50,豐原,豐原,(臺中市),37.88,low risk,12.62,33
龍井國中操場,觀光路9號,120.544059,24.192285,False,100,沙鹿,沙鹿,(臺中市),38.31,low risk,4.48,29
龍井區公所禮堂,沙田路四段247號,120.545584,24.19268,True,80,沙鹿,沙鹿,(臺中市),38.29,low risk,4.35,29
協成國小（教學及行政大樓）,興義街219號,120.813491,24.192772,True,100,豐原,豐原,(臺中市),37.68,low risk,10.14,34
四張犁國民中學（活動中心、操場）,后庄路699號,120.677436,24.193528,True,910,臺灣大道,臺灣大道,(臺中市),37.52,low risk,4.39,32
國安國小（新大樓活動中心、操場）,國祥街1號,120.609081,24.193578,True,1509,西屯,西屯,(臺中市),37.37,low risk,3.58,30
新興國民小學（禮堂、操場）,新興路20號,120.662753,24.195039,True,773,臺灣大道,臺灣大道,(臺中市),37.54,low risk,4.06,31
四張犁國民小學（操場）,后庄路910號,120.662753,24.195039,True,1209,臺灣大道,臺灣大道,(臺中市),37.54,low risk,4.06,31
龍泉國小操場,龍泉里龍新路162號,120.547464,24.195841,False,100,沙鹿,沙鹿,(臺中市),38.27,low risk,3.96,29
四民里仁和里仁美里同榮里聯合活動中心室內、室外,16鄰豐樂一街78號,120.680523,24.196262,True,1250,臺灣大道,臺灣大道,(臺中市),37.46,low risk,4.81,32
頭家國小-多功能教室,得福街185號,120.696224,24.197026,True,160,臺灣大道,臺灣大道,(臺中市),37.4,low risk,5.83,33
泰安國小（育才堂、操場）,環中路二段368號,120.648858,24.197845,False,1944,臺灣大道,臺灣大道,(臺中市),37.45,low risk,4.4,31
頭家里/頭家東里活動中心,精忠新城101號,120.699067,24.197913,True,120,臺灣大道,臺灣大道,(臺中市),37.37,low risk,6.11,33
拍瀑拉水裡社公園,中社路一街、二街,120.562822,24.198537,False,200,沙鹿,沙鹿,(臺中市),38.02,low risk,3.07,30
龍港國小操場,三港路1號,120.500933,24.198733,False,100,沙鹿,沙鹿,(臺中市),38.69,low risk,7.5,29
大坑國小1.2樓教室、操場,北屯區大坑里東山路二段112號,120.7607,24.1988,False,625,豐原,豐原,(臺中市),37.17,low risk,6.73,34
水裡港文化館,水裡港巷16之2號,120.498444,24.200778,True,20,沙鹿,沙鹿,(臺中市),38.71,low risk,7.65,29
龍津國小操場、綜合教學大樓,中央路1段165巷50號,120.521677,24.201067,True,150,沙鹿,沙鹿,(臺中市),38.52,low risk,5.5,29
